state,district,migration_pressure_score,migration_pressure_category,score_climate,score_agriculture,score_poverty,score_demographics,rainfall_cv,drought_freq,flood_freq,yield_cv,production_std,mpi,headcount_ratio,marginal_worker_rate,worker_ratio,rainfall_cv_imp,drought_freq_imp,flood_freq_imp,yield_cv_imp,production_std_imp,mpi_imp,headcount_ratio_imp,marginal_worker_rate_imp,worker_ratio_imp
MADHYA PRADESH,Rewa,0.317857,High,0.335989161,0.001209664,0.487891927,0.519902497,0.193103954,0.166666667,0.166666667,1.305775139,568238.8107,0.17379677,41.676918,0.152929721,0.419408686,0.193103954,0.166666667,0.166666667,1.305775139,568238.8107,0.17379677,41.676918,0.152929721,0.419408686
RAJASTHAN,Bikaner,0.308696,Medium,0.474013621,0.001085658,0.306940415,0.438565338,0.408802293,0.166666667,0.166666667,1.097134163,569755.4392,0.11330496,25.536035,0.098750517,0.417188783,0.408802293,0.166666667,0.166666667,1.097134163,569755.4392,0.11330496,25.536035,0.098750517,0.417188783
CHHATTISGARH,Surguja,0.336952,High,0.264302966,0.00015352,0.649136073,0.547493346,0.254715418,0.166666667,0.083333333,0.177055259,136409.0773,0.23734461,54.228772,0.225950745,0.489772387,0.254715418,0.166666667,0.083333333,0.177055259,136409.0773,0.23734461,54.228772,0.225950745,0.489772387
ANDHRA PRADESH,Vizianagaram,0.215084,Low,0.219783771,0.094813586,0.261363694,0.327434805,0.185142848,0.166666667,0.083333333,136.5665088,14673949.55,0.09180981,22.658966,0.087331743,0.493911214,0.185142848,0.166666667,0.083333333,136.5665088,14673949.55,0.09180981,22.658966,0.087331743,0.493911214
UTTAR PRADESH,Rampur,0.399629,High,0.537712596,0.000952396,0.530409316,0.523925438,0.508348149,0.166666667,0.166666667,1.259796654,305959.9155,0.20173785,42.863026,0.074061817,0.315632761,0.508348149,0.166666667,0.166666667,1.259796654,305959.9155,0.20173785,42.863026,0.074061817,0.315632761
ODISHA,Baleshwar,0.279024,Medium,0.32387013,0.000652874,0.35345577,0.514281104,,,,1.015501954,131481.7978,0.12441614,30.528004,0.135591066,0.401937231,0.174164885,0.166666667,0.166666667,1.015501954,131481.7978,0.12441614,30.528004,0.135591066,0.401937231
GUJARAT,Kheda,0.338092,High,0.551663107,0.001165561,0.313812236,0.441771351,0.35650999,0.166666667,0.25,1.701853272,246131.6847,0.10941755,27.323276,0.092112867,0.40609987,0.35650999,0.166666667,0.25,1.701853272,246131.6847,0.10941755,27.323276,0.092112867,0.40609987
PUNJAB,Gurdaspur,0.308894,Medium,0.62665294,0.002619574,0.067100831,0.480899489,0.343471147,0.25,0.25,3.565736137,627990.2092,0.02394318,5.88605,0.057154717,0.329430633,0.343471147,0.25,0.25,3.565736137,627990.2092,0.02394318,5.88605,0.057154717,0.329430633
JHARKHAND,Purbi Singhbhum,0.255426,Medium,0.273300079,0.000910655,0.30398324,0.556986458,,,,,,0.1097387,25.761677,0.134088867,0.36495055,0.225365849,0.083333333,0.166666667,1.549568488,59483.7824,0.1097387,25.761677,0.134088867,0.36495055
NCT OF DELHI,South West,0.272811,Medium,0.379693734,0.000981564,0.317672751,0.401696152,,,,,,,,0.019780999,0.346867234,0.26140347,0.166666667,0.166666667,1.408736477,237089.6268,0.11379286,27.081936,0.019780999,0.346867234
TAMIL NADU,Erode,0.213688,Low,0.326528383,0.236657277,0.037883356,0.205119984,0.308548619,0.083333333,0.166666667,241.3115185,104809727.8,0.01378981,3.353142,0.037625059,0.531043049,0.308548619,0.083333333,0.166666667,241.3115185,104809727.8,0.01378981,3.353142,0.037625059,0.531043049
ODISHA,Khordha,0.235338,Low,0.32387013,0.000687882,0.202303744,0.474901725,,,,1.177921906,60032.79309,0.07212974,17.378744,0.070866418,0.351824177,0.174164885,0.166666667,0.166666667,1.177921906,60032.79309,0.07212974,17.378744,0.070866418,0.351824177
NCT OF DELHI,North East,0.281715,Medium,0.379693734,0.000981564,0.317672751,0.461056653,,,,,,,,0.017372673,0.295047698,0.26140347,0.166666667,0.166666667,1.408736477,237089.6268,0.11379286,27.081936,0.017372673,0.295047698
BIHAR,Supaul,0.516795,High,0.632297502,0.000589655,0.823900695,0.595787914,0.525931594,0.25,0.166666667,0.934812786,114638.729,0.314436,66.273335,0.181704437,0.393742519,0.525931594,0.25,0.166666667,0.934812786,114638.729,0.314436,66.273335,0.181704437,0.393742519
MADHYA PRADESH,Satna,0.291558,Medium,0.296114169,0.001061014,0.448522382,0.503481848,0.261018671,0.083333333,0.166666667,1.147684588,506928.3339,0.15896363,38.482607,0.13407255,0.40887195,0.261018671,0.083333333,0.166666667,1.147684588,506928.3339,0.15896363,38.482607,0.13407255,0.40887195
BIHAR,Nawada,0.345834,High,0.299817527,0.000799042,0.626358236,0.560723858,0.266806109,0.083333333,0.166666667,1.32484252,86190.40031,0.23795198,50.63589,0.139031862,0.368178119,0.266806109,0.083333333,0.166666667,1.32484252,86190.40031,0.23795198,50.63589,0.139031862,0.368178119
UTTAR PRADESH,Mau,0.38674,High,0.511372929,0.000736429,0.458330592,0.619949917,0.467185718,0.166666667,0.166666667,1.16804399,122255.3365,0.16116049,39.56294,0.136134794,0.315846377,0.467185718,0.166666667,0.166666667,1.16804399,122255.3365,0.16116049,39.56294,0.136134794,0.315846377
MAHARASHTRA,Chandrapur,0.29372,Medium,0.486074531,0.001052064,0.260882241,0.38740463,0.254011152,0.166666667,0.25,1.6056495,182509.9528,0.09242811,22.468065,0.115110554,0.480047471,0.254011152,0.166666667,0.25,1.6056495,182509.9528,0.09242811,22.468065,0.115110554,0.480047471
PUNJAB,Jalandhar,0.199128,Low,0.369393658,0.002356603,0.022908517,0.423491821,0.245306981,0.166666667,0.166666667,3.459967386,400218.2711,0.00819598,2.128984,0.03869456,0.35306142,0.245306981,0.166666667,0.166666667,3.459967386,400218.2711,0.00819598,2.128984,0.03869456,0.35306142
MADHYA PRADESH,Dhar,0.302728,Medium,0.305564782,0.001905245,0.544483076,0.394554562,0.275787658,0.083333333,0.166666667,2.356350504,641886.1591,0.2053465,44.326538,0.112066879,0.470297965,0.275787658,0.083333333,0.166666667,2.356350504,641886.1591,0.2053465,44.326538,0.112066879,0.470297965
KARNATAKA,Bijapur,0.280305,Medium,0.3584717,0.036160303,0.346806283,0.393987206,,,,57.37117839,2020198.743,0.11979442,30.390329,0.076992887,0.426082208,0.228238642,0.166666667,0.166666667,57.37117839,2020198.743,0.11979442,30.390329,0.076992887,0.426082208
GUJARAT,Jamnagar,0.268126,Medium,0.467610882,0.00139763,0.172674169,0.406292123,0.398796384,0.166666667,0.166666667,1.374627791,735674.9254,0.06437347,14.327784,0.058416689,0.39231172,0.398796384,0.166666667,0.166666667,1.374627791,735674.9254,0.06437347,14.327784,0.058416689,0.39231172
TAMIL NADU,Dindigul,0.252867,Medium,0.326765045,0.315196358,0.075363915,0.272394812,0.308918463,0.083333333,0.166666667,228.4002702,203366419.1,0.02515385,6.917731,0.065811485,0.511699135,0.308918463,0.083333333,0.166666667,228.4002702,203366419.1,0.02515385,6.917731,0.065811485,0.511699135
UTTAR PRADESH,Balrampur,0.374759,High,0.18986146,0.001444891,0.883656778,0.580215884,0.225201315,0,0.166666667,1.194060443,913532.9122,0.3495039,68.738163,0.140331787,0.353825748,0.225201315,0,0.166666667,1.194060443,913532.9122,0.3495039,68.738163,0.140331787,0.353825748
RAJASTHAN,Jhunjhunun,0.267118,Medium,0.428099387,0.00080761,0.166701136,0.502707768,,,,,,0.05861035,14.510102,0.14123989,0.418638353,0.33704962,0.166666667,0.166666667,1.097134163,252199.1407,0.05861035,14.510102,0.14123989,0.418638353
KERALA,Alappuzha,0.240907,Low,0.396988521,0.108905472,0.008116074,0.484702284,,,,99.97715461,55871010.5,0.00311691,0.834936,0.097793531,0.378078371,0.158201439,0.25,0.166666667,99.97715461,55871010.5,0.00311691,0.834936,0.097793531,0.378078371
GUJARAT,Dohad,0.407033,High,0.411044286,0.00024051,0.724546149,0.546474209,,,,0.365050484,106780.9494,0.26806336,59.909312,0.20954912,0.469714906,0.310396684,0.166666667,0.166666667,0.365050484,106780.9494,0.26806336,59.909312,0.20954912,0.469714906
ODISHA,Sundargarh,0.328637,High,0.422413763,0.000712944,0.400858364,0.535994197,0.154525002,0.166666667,0.25,1.131502067,120503.0549,0.14301097,34.234516,0.161511906,0.417125999,0.154525002,0.166666667,0.25,1.131502067,120503.0549,0.14301097,34.234516,0.161511906,0.417125999
GUJARAT,Anand,0.238134,Low,0.355070708,0.000666838,0.204840274,0.41655089,0.396563109,0.166666667,0.083333333,0.885642319,236523.173,0.07206995,17.777356,0.073952154,0.403677467,0.396563109,0.166666667,0.083333333,0.885642319,236523.173,0.07206995,17.777356,0.073952154,0.403677467
GUJARAT,Kachchh,0.300545,Medium,0.411044286,0.001592886,0.380416042,0.407847365,,,,2.376776456,271130.7699,0.1437056,30.981636,0.042674554,0.370980099,0.310396684,0.166666667,0.166666667,2.376776456,271130.7699,0.1437056,30.981636,0.042674554,0.370980099
MADHYA PRADESH,Chhindwara,0.295781,Medium,0.360808861,0.0016481,0.408572217,0.446285678,0.23189105,0.166666667,0.166666667,1.632574311,844764.0801,0.1484421,34.381009,0.135891726,0.458163432,0.23189105,0.166666667,0.166666667,1.632574311,844764.0801,0.1484421,34.381009,0.135891726,0.458163432
KARNATAKA,Dakshina Kannada,0.139273,Low,0.202347395,0.037695516,0.071832186,0.273795878,0.114484228,0.083333333,0.166666667,,,0.02507722,6.393081,0.039836834,0.477458655,0.114484228,0.083333333,0.166666667,54.03109073,6065084.374,0.02507722,6.393081,0.039836834,0.477458655
JHARKHAND,Bokaro,0.32319,High,0.379467895,0.001220429,0.389382882,0.618166605,0.130821002,0.25,0.166666667,2.097379551,37436.58226,0.13784698,33.463002,0.147922011,0.332327028,0.130821002,0.25,0.166666667,2.097379551,37436.58226,0.13784698,33.463002,0.147922011,0.332327028
MAHARASHTRA,Dhule,0.324985,High,0.467405318,0.006012896,0.446957604,0.321004436,0.224835755,0.166666667,0.25,9.605729035,359609.2475,0.16750633,36.621712,0.053877345,0.45657387,0.224835755,0.166666667,0.25,9.605729035,359609.2475,0.16750633,36.621712,0.053877345,0.45657387
RAJASTHAN,Churu,0.270519,Medium,0.38515899,0.000539803,0.264452323,0.463100282,0.400173862,0.083333333,0.166666667,0.635780673,262859.9728,0.09492098,22.539801,0.134563214,0.442661532,0.400173862,0.083333333,0.166666667,0.635780673,262859.9728,0.09492098,22.539801,0.134563214,0.442661532
RAJASTHAN,Pali,0.285195,Medium,0.385774811,0.000462682,0.317957916,0.470456636,0.401136239,0.083333333,0.166666667,0.599759451,199494.4315,0.11736652,26.446945,0.116333991,0.413397213,0.401136239,0.083333333,0.166666667,0.599759451,199494.4315,0.11736652,26.446945,0.116333991,0.413397213
GUJARAT,Mahesana,0.237548,Low,0.411044286,0.000439318,0.137983925,0.393846935,,,,0.509013451,235069.1502,0.04925853,11.901381,0.055671959,0.399036099,0.310396684,0.166666667,0.166666667,0.509013451,235069.1502,0.04925853,11.901381,0.055671959,0.399036099
BIHAR,Banka,0.381845,High,0.290343439,0.000743891,0.739409315,0.634574671,0.252000436,0.083333333,0.166666667,1.151391411,142201.7513,0.28020579,59.873043,0.195100363,0.378953225,0.252000436,0.083333333,0.166666667,1.151391411,142201.7513,0.28020579,59.873043,0.195100363,0.378953225
MADHYA PRADESH,Gwalior,0.319831,High,0.516726616,0.00120504,0.267607575,0.478493059,0.215093142,0.333333333,0.166666667,1.766721771,246716.0676,0.09620203,22.778291,0.061743985,0.337253375,0.215093142,0.333333333,0.166666667,1.766721771,246716.0676,0.09620203,22.778291,0.061743985,0.337253375
UTTAR PRADESH,Pilibhit,0.385604,High,0.459016808,0.001982759,0.573194346,0.541025863,0.385365957,0.166666667,0.166666667,1.574893139,1266548.113,0.21388694,47.088408,0.076410372,0.304580437,0.385365957,0.166666667,0.166666667,1.574893139,1266548.113,0.21388694,47.088408,0.076410372,0.304580437
PUNJAB,Firozpur,0.24096,Low,0.401712373,0.002008057,0.132416093,0.445033402,,,,,,0.04670667,11.535843,0.068175434,0.372926271,0.295813196,0.166666667,0.166666667,3.150265444,214624.9786,0.04670667,11.535843,0.068175434,0.372926271
BIHAR,Madhepura,0.438946,High,0.388386393,0.000588201,0.8639039,0.579248944,0.448627345,0.166666667,0.083333333,0.902409157,135209.0801,0.33740048,68.020498,0.166872485,0.388430792,0.448627345,0.166666667,0.083333333,0.902409157,135209.0801,0.33740048,68.020498,0.166872485,0.388430792
UTTAR PRADESH,Jhansi,0.292542,Medium,0.430946926,0.000379015,0.269640311,0.494702578,0.341499624,0.166666667,0.166666667,0.491629145,178124.1973,0.09656795,23.019158,0.127525577,0.407741808,0.341499624,0.166666667,0.166666667,0.491629145,178124.1973,0.09656795,23.019158,0.127525577,0.407741808
MADHYA PRADESH,Ujjain,0.212733,Low,0.174442057,0.001555799,0.358265746,0.411488511,0.374743957,0,0.083333333,1.666177734,716294.757,0.1297657,30.246641,0.108375309,0.451687685,0.374743957,0,0.083333333,1.666177734,716294.757,0.1297657,30.246641,0.108375309,0.451687685
KERALA,Kottayam,0.229044,Low,0.396668078,0.095205311,0,0.442722455,0.157700665,0.25,0.166666667,106.8647951,35498795.25,0.00038303,0.11491,0.06643637,0.37260876,0.157700665,0.25,0.166666667,106.8647951,35498795.25,0.00038303,0.11491,0.06643637,0.37260876
RAJASTHAN,Ganganagar,0.262836,Medium,0.428099387,0.001332847,0.203557886,0.411858977,,,,1.400243935,644112.5791,0.07190462,17.612961,0.117871609,0.463481023,0.33704962,0.166666667,0.166666667,1.400243935,644112.5791,0.07190462,17.612961,0.117871609,0.463481023
MADHYA PRADESH,Morena,0.30421,Medium,0.34059226,0.000960316,0.440849331,0.497003462,0.243707313,0.25,0.083333333,1.314486494,277483.8289,0.1581091,37.473388,0.078853187,0.343847058,0.243707313,0.25,0.083333333,1.314486494,277483.8289,0.1581091,37.473388,0.078853187,0.343847058
MAHARASHTRA,Jalna,0.29523,Medium,0.441869712,0.000973699,0.391412267,0.283191649,0.22833972,0.25,0.166666667,0.683560006,725628.3392,0.13781664,33.778595,0.044100036,0.47517312,0.22833972,0.25,0.166666667,0.683560006,725628.3392,0.13781664,33.778595,0.044100036,0.47517312
UTTAR PRADESH,Chandauli,0.294546,Medium,0.246591987,0.000490102,0.452538916,0.633213635,0.18362766,0.083333333,0.166666667,0.777681533,108743.4809,0.1632524,38.281518,0.159065444,0.334165149,0.18362766,0.083333333,0.166666667,0.777681533,108743.4809,0.1632524,38.281518,0.159065444,0.334165149
RAJASTHAN,Kota,0.222254,Low,0.285118286,0.00056751,0.211964209,0.462198045,0.243834806,0.083333333,0.166666667,0.697443679,252199.1407,0.07600382,18.118068,0.087781533,0.383806062,0.243834806,0.083333333,0.166666667,0.697443679,252199.1407,0.07600382,18.118068,0.087781533,0.383806062
ASSAM,Dhubri,0.391958,High,0.374822758,0.099625635,0.639783781,0.506116142,0.25379133,0.166666667,0.166666667,163.4423638,1731017.903,0.24239511,51.841995,0.084555764,0.343627678,0.25379133,0.166666667,0.166666667,163.4423638,1731017.903,0.24239511,51.841995,0.084555764,0.343627678
KARNATAKA,Davanagere,0.239975,Low,0.3584717,0.037695516,0.191605594,0.381231524,,,,,,0.0663595,16.841016,0.087436784,0.44986294,0.228238642,0.166666667,0.166666667,54.03109073,6065084.374,0.0663595,16.841016,0.087436784,0.44986294
TAMIL NADU,Virudhunagar,0.265296,Medium,0.451571048,0.134214829,0.130096871,0.274453377,0.373730062,0.166666667,0.166666667,143.3621421,55011418.86,0.04363156,11.765629,0.049473611,0.489195217,0.373730062,0.166666667,0.166666667,143.3621421,55011418.86,0.04363156,11.765629,0.049473611,0.489195217
JHARKHAND,Palamu,0.389063,High,0.38441119,0.001554172,0.60304294,0.689132353,0.225365849,0.083333333,0.25,2.59310909,78496.37909,0.22920171,48.73768,0.221392785,0.367640805,0.225365849,0.083333333,0.25,2.59310909,78496.37909,0.22920171,48.73768,0.221392785,0.367640805
KARNATAKA,Raichur,0.263105,Medium,0.252958137,0.051907461,0.426924619,0.36574738,0.367215773,0.083333333,0.083333333,78.72512162,5354560.373,0.15435114,36.060981,0.091988229,0.468377945,0.367215773,0.083333333,0.083333333,78.72512162,5354560.373,0.15435114,36.060981,0.091988229,0.468377945
ASSAM,Sonitpur,0.295257,Medium,0.33189086,0.06476851,0.365505862,0.476842513,,,,100.4377553,5146640.854,0.13280648,30.774661,0.110326852,0.400499971,0.186699316,0.166666667,0.166666667,100.4377553,5146640.854,0.13280648,30.774661,0.110326852,0.400499971
BIHAR,Saharsa,0.413947,High,0.355585391,0.000653606,0.790778139,0.610895987,0.223728051,0.166666667,0.166666667,1.064948762,98394.36126,0.31236634,61.609379,0.150774915,0.341932622,0.223728051,0.166666667,0.166666667,1.064948762,98394.36126,0.31236634,61.609379,0.150774915,0.341932622
PUNJAB,Patiala,0.151669,Low,0.21190747,0.002934333,0.041384803,0.442809885,0.433293198,0,0.083333333,4.767661699,162868.1011,0.01489609,3.67767,0.047410805,0.348299771,0.433293198,0,0.083333333,4.767661699,162868.1011,0.01489609,3.67767,0.047410805,0.348299771
UTTARAKHAND,Hardwar,0.347343,High,0.58724093,0.000262326,0.273527548,0.489076266,0.412109391,0.166666667,0.25,,,0.10122294,22.728795,0.043889142,0.305815844,0.412109391,0.166666667,0.25,0.535798772,14551.45813,0.10122294,22.728795,0.043889142,0.305815844
KARNATAKA,Bagalkot,0.277787,Medium,0.3584717,0.027008485,0.35275343,0.382542643,,,,38.66946864,4398688.206,0.1209817,31.07287,0.074969626,0.432903894,0.228238642,0.166666667,0.166666667,38.66946864,4398688.206,0.1209817,31.07287,0.074969626,0.432903894
UTTAR PRADESH,Farrukhabad,0.29341,Medium,0.271215077,0.000757327,0.488636301,0.507576289,0.222107505,0.083333333,0.166666667,1.032507064,239110.474,0.18217045,40.20066,0.062370438,0.314166,0.222107505,0.083333333,0.166666667,1.032507064,239110.474,0.18217045,40.20066,0.062370438,0.314166
TAMIL NADU,Krishnagiri,0.280989,Medium,0.430398119,0.215519689,0.10377566,0.336836147,0.38405182,0.25,0.083333333,202.0773451,107586105.1,0.0353101,9.327079,0.072229679,0.466951164,0.38405182,0.25,0.083333333,202.0773451,107586105.1,0.0353101,9.327079,0.072229679,0.466951164
MADHYA PRADESH,Khargone (West Nimar),0.305515,Medium,0.367713282,0.001132312,0.510592003,0.325895598,,,,,,0.18846281,42.357978,0.073347905,0.47736094,0.242680966,0.166666667,0.166666667,1.543149613,317039.7652,0.18846281,42.357978,0.073347905,0.47736094
TAMIL NADU,Kanniyakumari,0.287093,Medium,0.319664138,0.411057456,0.016052146,0.456223414,,,,429.1740325,175103492.2,0.00550822,1.592524,0.067880542,0.363360483,0.29782149,0.083333333,0.166666667,429.1740325,175103492.2,0.00550822,1.592524,0.067880542,0.363360483
UTTAR PRADESH,Mainpuri,0.338104,High,0.440953961,0.000753636,0.409821854,0.540843674,0.4873677,0.083333333,0.166666667,0.962927301,282630.8521,0.1432535,35.55695,0.072815568,0.300150546,0.4873677,0.083333333,0.166666667,0.962927301,282630.8521,0.1432535,35.55695,0.072815568,0.300150546
UTTAR PRADESH,Sonbhadra,0.381032,High,0.359681073,0.000715002,0.663834771,0.593371844,0.273538441,0.25,0.083333333,1.204629635,72683.26224,0.2528586,53.527238,0.178895273,0.392148115,0.273538441,0.25,0.083333333,1.204629635,72683.26224,0.2528586,53.527238,0.178895273,0.392148115
KARNATAKA,Dharwad,0.233691,Low,0.390355279,0.024585098,0.150787533,0.354823065,0.408294384,0.083333333,0.166666667,39.36655087,1152715.6,0.05136541,13.456115,0.050830444,0.424917827,0.408294384,0.083333333,0.166666667,39.36655087,1152715.6,0.05136541,13.456115,0.050830444,0.424917827
WEST BENGAL,Darjiling,0.252649,Medium,0.367542582,0.054709966,0.159746771,0.469298287,,,,,,0.05714176,13.727198,0.081692182,0.370217395,0.177299435,0.208333333,0.166666667,86.58256016,3164518.72,0.05714176,13.727198,0.081692182,0.370217395
UTTAR PRADESH,Jyotiba Phule Nagar,0.300968,Medium,0.325945631,0.000897432,0.434872534,0.519628432,0.30763792,0.083333333,0.166666667,,,0.1640467,35.433525,0.079078545,0.325552746,0.30763792,0.083333333,0.166666667,1.168299435,305959.9155,0.1640467,35.433525,0.079078545,0.325552746
MAHARASHTRA,Parbhani,0.229286,Low,0.310634676,0.00098356,0.298993356,0.303798103,0.283710658,0.083333333,0.166666667,0.772350666,675974.362,0.10180425,26.506364,0.036152991,0.448125524,0.283710658,0.083333333,0.166666667,0.772350666,675974.362,0.10180425,26.506364,0.036152991,0.448125524
RAJASTHAN,Jalor,0.346244,High,0.428099387,0.00080761,0.546947134,0.396469841,,,,,,0.2088995,44.028128,0.129010297,0.490309668,0.33704962,0.166666667,0.166666667,1.097134163,252199.1407,0.2088995,44.028128,0.129010297,0.490309668
ODISHA,Jajapur,0.268472,Medium,0.32387013,0.000430923,0.291134759,0.54817673,,,,0.754269203,57218.32284,0.10333382,25.01615,0.079176135,0.302230964,0.174164885,0.166666667,0.166666667,0.754269203,57218.32284,0.10333382,25.01615,0.079176135,0.302230964
MAHARASHTRA,Akola,0.229838,Low,0.368272904,0.000969681,0.196590974,0.343683765,0.286965363,0.25,0.083333333,1.385599132,239392.0277,0.06628853,17.615624,0.042520947,0.423480599,0.286965363,0.25,0.083333333,1.385599132,239392.0277,0.06628853,17.615624,0.042520947,0.423480599
HARYANA,Faridabad,0.25651,Medium,0.442760873,0.002292747,0.118537463,0.47557293,0.27314223,0.333333333,0.083333333,3.407168468,363512.5314,0.04248582,10.21836,0.046367613,0.320063236,0.27314223,0.333333333,0.083333333,3.407168468,363512.5314,0.04248582,10.21836,0.046367613,0.320063236
KARNATAKA,Mandya,0.266011,Medium,0.394732998,0.185219411,0.122064685,0.340219733,0.415135684,0.083333333,0.166666667,76.98943984,158799553.7,0.04191444,10.865359,0.086670554,0.482568922,0.415135684,0.083333333,0.166666667,76.98943984,158799553.7,0.04191444,10.865359,0.086670554,0.482568922
ODISHA,Kendujhar,0.337997,High,0.32387013,0.000597652,0.565387291,0.554305197,,,,0.945745557,116271.7468,0.21476443,45.729873,0.179836302,0.425431515,0.174164885,0.166666667,0.166666667,0.945745557,116271.7468,0.21476443,45.729873,0.179836302,0.425431515
UTTAR PRADESH,Banda,0.342388,High,0.381304836,0.000581759,0.531024308,0.506865729,0.220511382,0.083333333,0.25,0.836072788,173363.0942,0.19336401,44.546853,0.121404794,0.389955041,0.220511382,0.083333333,0.25,0.836072788,173363.0942,0.19336401,44.546853,0.121404794,0.389955041
RAJASTHAN,Banswara,0.35105,High,0.291023292,0.0008138,0.699031061,0.494870008,0.426702263,0.083333333,0.083333333,1.328625369,100449.3149,0.2703509,55.579513,0.207840956,0.50992025,0.426702263,0.083333333,0.083333333,1.328625369,100449.3149,0.2703509,55.579513,0.207840956,0.50992025
UTTAR PRADESH,Kanpur Dehat,0.277792,Medium,0.225734359,0.001200174,0.480324186,0.522691641,0.194442155,0.166666667,0.083333333,1.671326516,306606.3816,0.17129389,40.996748,0.100331035,0.350111124,0.194442155,0.166666667,0.083333333,1.671326516,306606.3816,0.17129389,40.996748,0.100331035,0.350111124
KARNATAKA,Hassan,0.245642,Low,0.373819957,0.147335642,0.12825919,0.306041607,0.382453737,0.083333333,0.166666667,37.09283557,142904765.1,0.04318701,11.569471,0.085111018,0.508651947,0.382453737,0.083333333,0.166666667,37.09283557,142904765.1,0.04318701,11.569471,0.085111018,0.508651947
RAJASTHAN,Hanumangarh,0.300496,Medium,0.509455239,0.001260498,0.254018216,0.389114049,0.333959303,0.25,0.166666667,1.394888856,565157.2763,0.09254976,21.397016,0.10883635,0.470650682,0.333959303,0.25,0.166666667,1.394888856,565157.2763,0.09254976,21.397016,0.10883635,0.470650682
UTTAR PRADESH,Etah,0.304966,Medium,0.290550952,0.001135397,0.492276188,0.532802319,0.295734575,0.166666667,0.083333333,1.437125534,393303.3076,0.1777667,41.592509,0.07354718,0.307686759,0.295734575,0.166666667,0.083333333,1.437125534,393303.3076,0.1777667,41.592509,0.07354718,0.307686759
MADHYA PRADESH,Chhatarpur,0.356226,High,0.356073366,0.0013432,0.656161841,0.448163496,0.224490636,0.166666667,0.166666667,1.894211,317039.7652,0.24365633,54.103016,0.112311511,0.426581743,0.224490636,0.166666667,0.166666667,1.894211,317039.7652,0.24365633,54.103016,0.112311511,0.426581743
BIHAR,Jamui,0.408732,High,0.368277234,0.000880864,0.795178978,0.538798949,0.243562283,0.166666667,0.166666667,1.456763809,89131.1741,0.30337028,63.989343,0.160314814,0.413297508,0.243562283,0.166666667,0.166666667,1.456763809,89131.1741,0.30337028,63.989343,0.160314814,0.413297508
GUJARAT,Surendranagar,0.247558,Low,0.300699505,0.001262453,0.320260131,0.412883136,0.31159427,0.166666667,0.083333333,1.499408758,495682.2619,0.12025137,26.250687,0.078083755,0.411953073,0.31159427,0.166666667,0.083333333,1.499408758,495682.2619,0.12025137,26.250687,0.078083755,0.411953073
KARNATAKA,Shimoga,0.239471,Low,0.3584717,0.051599843,0.185901425,0.3642007,,,,61.06756391,17117557.56,0.06399146,16.419761,0.072919002,0.445355392,0.228238642,0.166666667,0.166666667,61.06756391,17117557.56,0.06399146,16.419761,0.072919002,0.445355392
TAMIL NADU,Thoothukkudi,0.232738,Low,0.319664138,0.16984478,0.101628032,0.353246267,,,,,,0.03488198,9.080481,0.051793648,0.427439869,0.29782149,0.083333333,0.166666667,209.7255024,50174092.77,0.03488198,9.080481,0.051793648,0.427439869
HARYANA,Hisar,0.255393,Medium,0.456819014,0.00131412,0.108827604,0.453136451,0.251701808,0.25,0.166666667,1.971806683,230592.4485,0.03749398,9.683723,0.091972676,0.396587365,0.251701808,0.25,0.166666667,1.971806683,230592.4485,0.03749398,9.683723,0.091972676,0.396587365
ASSAM,Cachar,0.344437,High,0.33189086,0.036102904,0.58346537,0.489218649,0.186699316,0.166666667,0.166666667,57.34857013,1970155.324,0.22358594,46.814975,0.078775573,0.350141684,0.186699316,0.166666667,0.166666667,57.34857013,1970155.324,0.22358594,46.814975,0.078775573,0.350141684
JHARKHAND,Hazaribagh,0.338982,High,0.372954731,0.000910635,0.456961244,0.626530176,0.250872064,0.166666667,0.166666667,1.549568488,59461.29461,0.16154433,39.280998,0.188711988,0.37742167,0.250872064,0.166666667,0.166666667,1.549568488,59461.29461,0.16154433,39.280998,0.188711988,0.37742167
TAMIL NADU,Namakkal,0.190111,Low,0.30180446,0.16984478,0.040271852,0.213001336,0.269911198,0.083333333,0.166666667,209.7255024,50174092.77,0.01422898,3.634416,0.034225047,0.520238897,0.269911198,0.083333333,0.166666667,209.7255024,50174092.77,0.01422898,3.634416,0.034225047,0.520238897
MADHYA PRADESH,Shivpuri,0.358717,High,0.419537984,0.001195917,0.593777926,0.420901711,0.193440711,0.25,0.166666667,1.543149613,389682.7565,0.21917612,49.226713,0.105186988,0.439895136,0.193440711,0.25,0.166666667,1.543149613,389682.7565,0.21917612,49.226713,0.105186988,0.439895136
TRIPURA,West Tripura,0.182389,Low,0.231573904,0.001704429,0.129365984,0.457135112,0.160158084,0.083333333,0.166666667,2.822238985,92903.80525,0.04580323,11.241709,0.100814781,0.40456755,0.160158084,0.083333333,0.166666667,2.822238985,92903.80525,0.04580323,11.241709,0.100814781,0.40456755
UTTAR PRADESH,Sant Kabir Nagar,0.328318,High,0.246863083,0.000897432,0.571842603,0.658202875,0.184051317,0.083333333,0.166666667,,,0.2083911,47.925524,0.159759046,0.314525622,0.184051317,0.083333333,0.166666667,1.168299435,305959.9155,0.2083911,47.925524,0.159759046,0.314525622
